"Step","resilient-blaze-9 - step_crash","resilient-blaze-9 - step_crash__MIN","resilient-blaze-9 - step_crash__MAX"
"34914","0","0","0"
"34916","0","0","0"
"34924","0","0","0"
"34934","0","0","0"
"34936","0","0","0"
"34938","0","0","0"
"34940","0","0","0"
"34944","1","1","1"
"34946","0","0","0"
"34952","0","0","0"
"34954","0","0","0"
"34960","0","0","0"
"34962","0","0","0"
"34964","0","0","0"
"34972","0","0","0"
"34978","0","0","0"
"34980","0","0","0"
"34982","0","0","0"
"34984","0","0","0"
"34988","0","0","0"
"34992","0","0","0"
"34996","0","0","0"
"34998","0","0","0"
"35006","0","0","0"
"35012","0","0","0"
"35014","0","0","0"
"35016","0","0","0"
"35018","0","0","0"
"35020","0","0","0"
"35026","0","0","0"
"35030","0","0","0"
"35036","0","0","0"
"35046","0","0","0"
"35048","0","0","0"
"35050","0","0","0"
"35054","0","0","0"
"35056","0","0","0"
"35058","0","0","0"
"35064","0","0","0"
"35068","0","0","0"
"35070","0","0","0"
"35074","0","0","0"
"35078","0","0","0"
"35086","0","0","0"
"35088","0","0","0"
"35090","0","0","0"
"35092","0","0","0"
"35094","0","0","0"
"35102","0","0","0"
"35114","0","0","0"
"35120","0","0","0"
"35122","0","0","0"
"35124","0","0","0"
"35126","0","0","0"
"35128","0","0","0"
"35134","0","0","0"
"35136","0","0","0"
"35138","0","0","0"
"35144","0","0","0"
"35148","0","0","0"
"35150","0","0","0"
"35152","0","0","0"
"35154","0","0","0"
"35156","0","0","0"
"35158","0","0","0"
"35162","0","0","0"
"35166","0","0","0"
"35168","0","0","0"
"35170","0","0","0"
"35172","0","0","0"
"35174","0","0","0"
"35194","0","0","0"
"35198","0","0","0"
"35200","0","0","0"
"35204","0","0","0"
"35208","0","0","0"
"35212","0","0","0"
"35216","0","0","0"
"35222","0","0","0"
"35224","0","0","0"
"35228","0","0","0"
"35230","0","0","0"
"35234","0","0","0"
"35236","0","0","0"
"35248","0","0","0"
"35252","0","0","0"
"35254","0","0","0"
"35256","0","0","0"
"35258","0","0","0"
"35260","0","0","0"
"35262","0","0","0"
"35264","0","0","0"
"35266","0","0","0"
"35268","0","0","0"
"35270","0","0","0"
"35274","1","1","1"
"35276","0","0","0"
"35278","0","0","0"
"35282","0","0","0"
"35286","0","0","0"
"35292","1","1","1"
"35294","0","0","0"
"35296","0","0","0"
"35298","0","0","0"
"35306","0","0","0"
"35310","0","0","0"
"35320","0","0","0"
"35324","0","0","0"
"35330","0","0","0"
"35338","0","0","0"
"35340","0","0","0"
"35346","0","0","0"
"35352","0","0","0"
"35354","0","0","0"
"35356","0","0","0"
"35358","0","0","0"
"35362","0","0","0"
"35364","0","0","0"
"35366","0","0","0"
"35368","0","0","0"
"35372","0","0","0"
"35374","0","0","0"
"35386","0","0","0"
"35388","0","0","0"
"35394","0","0","0"
"35400","0","0","0"
"35402","0","0","0"
"35410","0","0","0"
"35412","0","0","0"
"35416","1","1","1"
"35418","0","0","0"
"35420","0","0","0"
"35426","0","0","0"
"35430","0","0","0"
"35432","1","1","1"
"35436","0","0","0"
"35438","0","0","0"
"35440","0","0","0"
"35442","0","0","0"
"35448","0","0","0"
"35450","0","0","0"
"35454","0","0","0"
"35460","0","0","0"
"35462","0","0","0"
"35466","0","0","0"
"35474","0","0","0"
"35480","0","0","0"
"35488","0","0","0"
"35492","0","0","0"
"35498","0","0","0"
"35500","0","0","0"
"35502","0","0","0"
"35504","0","0","0"
"35506","0","0","0"
"35508","0","0","0"
"35510","0","0","0"
"35512","1","1","1"
"35518","0","0","0"
"35524","0","0","0"
"35530","0","0","0"
"35546","0","0","0"
"35552","0","0","0"
"35554","0","0","0"
"35562","0","0","0"
"35564","0","0","0"
"35566","0","0","0"
"35568","0","0","0"
"35570","0","0","0"
"35572","0","0","0"
"35574","0","0","0"
"35576","0","0","0"
"35578","0","0","0"
"35580","0","0","0"
"35582","0","0","0"
"35586","0","0","0"
"35588","0","0","0"
"35594","0","0","0"
"35602","0","0","0"
"35606","0","0","0"
"35608","0","0","0"
"35612","0","0","0"
"35614","0","0","0"
"35618","0","0","0"
"35624","0","0","0"
"35628","0","0","0"
"35630","0","0","0"
"35632","0","0","0"
"35634","0","0","0"
"35642","0","0","0"
"35644","0","0","0"
"35646","0","0","0"
"35648","0","0","0"
"35650","0","0","0"
"35652","0","0","0"
"35654","0","0","0"
"35656","0","0","0"
"35658","0","0","0"
"35660","0","0","0"
"35664","0","0","0"
"35668","1","1","1"
"35674","0","0","0"
"35676","0","0","0"
"35680","0","0","0"
"35682","0","0","0"
"35684","0","0","0"
"35686","0","0","0"
"35688","0","0","0"
"35694","0","0","0"
"35700","0","0","0"
"35702","0","0","0"
"35710","0","0","0"
"35718","0","0","0"
"35720","0","0","0"
"35724","0","0","0"
"35730","0","0","0"
"35740","0","0","0"
"35742","0","0","0"
"35748","0","0","0"
"35750","0","0","0"
"35752","0","0","0"
"35754","0","0","0"
"35758","0","0","0"
"35762","0","0","0"
"35766","0","0","0"
"35772","0","0","0"
"35776","0","0","0"
"35786","0","0","0"
"35788","0","0","0"
"35790","0","0","0"
"35796","0","0","0"
"35804","1","1","1"
"35806","0","0","0"
"35808","0","0","0"
"35810","0","0","0"
"35814","0","0","0"
"35816","0","0","0"
"35820","0","0","0"
"35822","0","0","0"
"35826","0","0","0"
"35828","0","0","0"
"35830","0","0","0"
"35832","0","0","0"
"35834","0","0","0"
"35836","0","0","0"
"35838","0","0","0"
"35840","0","0","0"
"35842","0","0","0"
"35852","0","0","0"
"35856","0","0","0"
"35860","0","0","0"
"35864","0","0","0"
"35868","0","0","0"
"35876","0","0","0"
"35878","0","0","0"
"35882","0","0","0"
"35888","0","0","0"
"35892","0","0","0"
"35894","0","0","0"
"35896","0","0","0"
"35904","0","0","0"
"35910","0","0","0"
"35912","0","0","0"
"35914","1","1","1"
"35916","0","0","0"
"35920","0","0","0"
"35922","0","0","0"
"35924","0","0","0"
"35930","0","0","0"
"35934","0","0","0"
"35938","0","0","0"
"35940","0","0","0"
"35944","0","0","0"
"35950","0","0","0"
"35952","0","0","0"
"35956","1","1","1"
"35966","0","0","0"
"35968","0","0","0"
"35972","0","0","0"
"35976","0","0","0"
"35978","0","0","0"
"35980","1","1","1"
"35982","0","0","0"
"35984","0","0","0"
"35988","0","0","0"
"35990","0","0","0"
"35992","0","0","0"
"35996","0","0","0"
"36000","0","0","0"
"36004","0","0","0"
"36006","0","0","0"
"36008","0","0","0"
"36012","0","0","0"
"36024","0","0","0"
"36028","0","0","0"
"36030","0","0","0"
"36032","0","0","0"
"36034","0","0","0"
"36048","0","0","0"
"36050","0","0","0"
"36054","0","0","0"
"36056","0","0","0"
"36060","0","0","0"
"36066","0","0","0"
"36068","0","0","0"
"36070","0","0","0"
"36072","0","0","0"
"36078","0","0","0"
"36080","0","0","0"
"36082","0","0","0"
"36088","0","0","0"
"36092","0","0","0"
"36094","0","0","0"
"36100","0","0","0"
"36102","0","0","0"
"36104","0","0","0"
"36106","0","0","0"
"36110","0","0","0"
"36116","0","0","0"
"36122","0","0","0"
"36126","0","0","0"
"36128","0","0","0"
"36132","0","0","0"
"36136","0","0","0"
"36144","0","0","0"
"36148","0","0","0"
"36152","0","0","0"
"36156","0","0","0"
"36160","0","0","0"
"36162","0","0","0"
"36168","0","0","0"
"36172","0","0","0"
"36174","0","0","0"
"36180","0","0","0"
"36182","0","0","0"
"36184","0","0","0"
"36202","0","0","0"
"36204","2","2","2"
"36210","0","0","0"
"36214","0","0","0"
"36220","0","0","0"
"36222","0","0","0"
"36224","0","0","0"
"36228","0","0","0"
"36232","0","0","0"
"36234","0","0","0"
"36236","0","0","0"
"36240","0","0","0"
"36244","0","0","0"
"36248","0","0","0"
"36254","0","0","0"
"36256","0","0","0"
"36262","0","0","0"
"36266","0","0","0"
"36268","0","0","0"
"36274","0","0","0"
"36276","0","0","0"
"36288","0","0","0"
"36294","0","0","0"
"36300","0","0","0"
"36302","0","0","0"
"36306","0","0","0"
"36308","0","0","0"
"36310","0","0","0"
"36322","0","0","0"
"36330","0","0","0"
"36334","0","0","0"
"36342","0","0","0"
"36344","0","0","0"
"36350","0","0","0"
"36352","0","0","0"
"36356","0","0","0"
"36358","0","0","0"
"36364","0","0","0"
"36372","0","0","0"
"36374","0","0","0"
"36376","0","0","0"
"36382","0","0","0"
"36384","0","0","0"
"36386","0","0","0"
"36392","0","0","0"
"36394","0","0","0"
"36398","0","0","0"
"36400","1","1","1"
"36402","0","0","0"
"36404","0","0","0"
"36410","0","0","0"
"36414","0","0","0"
"36416","0","0","0"
"36420","0","0","0"
"36422","0","0","0"
"36426","1","1","1"
"36428","0","0","0"
"36430","0","0","0"
"36434","0","0","0"
"36438","0","0","0"
"36452","0","0","0"
"36456","0","0","0"
"36458","0","0","0"
"36462","0","0","0"
"36470","0","0","0"
"36472","0","0","0"
"36484","0","0","0"
"36486","1","1","1"
"36492","0","0","0"
"36494","0","0","0"
"36496","0","0","0"
"36498","0","0","0"
"36502","0","0","0"
"36518","0","0","0"
"36520","0","0","0"
"36522","0","0","0"
"36524","0","0","0"
"36528","0","0","0"
"36530","0","0","0"
"36534","0","0","0"
"36548","0","0","0"
"36550","0","0","0"
"36552","0","0","0"
"36554","0","0","0"
"36556","0","0","0"
"36558","0","0","0"
"36560","0","0","0"
"36564","0","0","0"
"36566","0","0","0"
"36568","0","0","0"
"36570","0","0","0"
"36572","0","0","0"
"36574","0","0","0"
"36578","0","0","0"
"36588","0","0","0"
"36592","0","0","0"
"36594","0","0","0"
"36596","0","0","0"
"36600","0","0","0"
"36604","0","0","0"
"36610","0","0","0"
"36614","0","0","0"
"36618","0","0","0"
"36630","0","0","0"
"36634","0","0","0"
"36636","0","0","0"
"36638","0","0","0"
"36646","0","0","0"
"36654","0","0","0"
"36656","0","0","0"
"36660","2","2","2"
"36662","0","0","0"
"36666","0","0","0"
"36668","0","0","0"
"36674","0","0","0"
"36686","0","0","0"
"36692","0","0","0"
"36694","0","0","0"
"36696","0","0","0"
"36698","0","0","0"
"36702","0","0","0"
"36704","0","0","0"
"36706","0","0","0"
"36710","0","0","0"
"36712","0","0","0"
"36714","0","0","0"
"36716","0","0","0"
"36722","0","0","0"
"36728","0","0","0"
"36732","1","1","1"
"36738","0","0","0"
"36742","0","0","0"
"36748","0","0","0"
"36750","0","0","0"
"36760","0","0","0"
"36762","0","0","0"
"36764","0","0","0"
"36766","0","0","0"
"36770","0","0","0"
"36776","0","0","0"
"36778","0","0","0"
"36780","0","0","0"
"36782","0","0","0"
"36784","0","0","0"
"36788","0","0","0"
"36790","0","0","0"
"36792","0","0","0"
"36794","0","0","0"
"36796","0","0","0"
"36798","0","0","0"
"36800","0","0","0"
"36810","0","0","0"
"36812","0","0","0"
"36816","0","0","0"
"36818","0","0","0"
"36820","0","0","0"
"36834","0","0","0"
"36838","0","0","0"
"36840","0","0","0"
"36842","0","0","0"
"36846","0","0","0"
"36848","0","0","0"
"36850","0","0","0"
"36858","0","0","0"
"36860","0","0","0"
"36868","0","0","0"
"36872","0","0","0"
"36874","0","0","0"
"36884","0","0","0"
"36888","0","0","0"
"36890","0","0","0"
"36894","0","0","0"
"36900","0","0","0"
"36902","0","0","0"
"36904","0","0","0"
"36906","0","0","0"
"36908","0","0","0"
"36910","0","0","0"
"36918","1","1","1"
"36920","0","0","0"
"36922","0","0","0"
"36924","0","0","0"
"36928","0","0","0"
"36930","0","0","0"
"36934","0","0","0"
"36946","0","0","0"
"36952","0","0","0"
"36960","0","0","0"
"36962","0","0","0"
"36970","0","0","0"
"36978","0","0","0"
"36990","0","0","0"
"36992","0","0","0"
"36996","0","0","0"
"36998","0","0","0"
"37000","0","0","0"
"37002","0","0","0"
"37006","0","0","0"
"37012","0","0","0"
"37018","0","0","0"
"37022","0","0","0"
"37024","0","0","0"
"37028","0","0","0"
"37038","0","0","0"
"37040","0","0","0"
"37042","0","0","0"
"37046","0","0","0"
"37052","0","0","0"
"37054","0","0","0"
"37056","0","0","0"
"37058","0","0","0"
"37064","0","0","0"
"37066","0","0","0"
"37068","1","1","1"
"37074","0","0","0"
"37078","0","0","0"
"37084","0","0","0"
"37088","0","0","0"
"37092","0","0","0"
"37094","0","0","0"
"37096","0","0","0"
"37098","0","0","0"
"37102","0","0","0"
"37104","0","0","0"
"37114","0","0","0"
"37116","0","0","0"
"37118","0","0","0"
"37120","0","0","0"
"37128","0","0","0"
"37130","0","0","0"
"37136","0","0","0"
"37138","0","0","0"
"37140","0","0","0"
"37142","0","0","0"
"37152","0","0","0"
"37154","0","0","0"
"37160","0","0","0"
"37164","0","0","0"
"37166","0","0","0"
"37172","0","0","0"
"37176","0","0","0"
"37180","0","0","0"
"37182","0","0","0"
"37186","1","1","1"
"37196","0","0","0"
"37210","0","0","0"
"37216","0","0","0"
"37220","0","0","0"
"37224","0","0","0"
"37226","0","0","0"
"37232","0","0","0"
"37234","0","0","0"
"37238","0","0","0"
"37242","0","0","0"
"37244","0","0","0"
"37246","0","0","0"
"37248","0","0","0"
"37250","0","0","0"
"37256","0","0","0"
"37264","0","0","0"
"37268","0","0","0"
"37270","0","0","0"
"37272","0","0","0"
"37274","0","0","0"
"37282","0","0","0"
"37284","0","0","0"
"37290","0","0","0"
"37292","0","0","0"
"37296","0","0","0"
"37302","0","0","0"
"37304","0","0","0"
"37306","0","0","0"
"37310","0","0","0"
"37318","0","0","0"
"37326","0","0","0"
"37338","0","0","0"
"37340","0","0","0"
"37342","0","0","0"
"37344","0","0","0"
"37346","0","0","0"
"37350","0","0","0"
"37352","0","0","0"
"37354","0","0","0"
"37358","1","1","1"
"37362","0","0","0"
"37364","0","0","0"
"37368","0","0","0"
"37374","0","0","0"
"37376","0","0","0"
"37378","0","0","0"
"37384","0","0","0"
"37386","0","0","0"
"37388","0","0","0"
"37390","0","0","0"
"37392","0","0","0"
"37394","0","0","0"
"37396","0","0","0"
"37400","0","0","0"
"37404","0","0","0"
"37406","0","0","0"
"37410","0","0","0"
"37416","0","0","0"
"37418","0","0","0"
"37424","0","0","0"
"37428","0","0","0"
"37442","0","0","0"
"37444","0","0","0"
"37448","0","0","0"
"37450","2","2","2"
"37454","0","0","0"
"37458","0","0","0"
"37460","0","0","0"
"37464","0","0","0"
"37486","0","0","0"
"37488","1","1","1"
"37490","0","0","0"
"37492","0","0","0"
"37494","0","0","0"
"37496","0","0","0"
"37502","0","0","0"
"37504","0","0","0"
"37508","0","0","0"
"37510","0","0","0"
"37514","0","0","0"
"37516","0","0","0"
"37520","0","0","0"
"37522","0","0","0"
"37524","0","0","0"
"37530","0","0","0"
"37532","0","0","0"
"37534","0","0","0"
"37536","0","0","0"
"37546","0","0","0"
"37548","0","0","0"
"37552","0","0","0"
"37554","0","0","0"
"37560","1","1","1"
"37562","0","0","0"
"37566","0","0","0"
"37570","0","0","0"
"37574","0","0","0"
"37578","0","0","0"
"37580","0","0","0"
"37582","0","0","0"
"37584","0","0","0"
"37586","0","0","0"
"37588","0","0","0"
"37594","0","0","0"
"37600","0","0","0"
"37602","1","1","1"
"37612","0","0","0"
"37614","0","0","0"
"37616","0","0","0"
"37618","0","0","0"
"37626","0","0","0"
"37628","0","0","0"
"37632","0","0","0"
"37634","0","0","0"
"37636","0","0","0"
"37640","0","0","0"
"37642","1","1","1"
"37648","0","0","0"
"37650","0","0","0"
"37652","0","0","0"
"37658","0","0","0"
"37662","0","0","0"
"37664","1","1","1"
"37666","0","0","0"
"37676","0","0","0"
"37680","0","0","0"
"37686","0","0","0"
"37688","0","0","0"
"37690","0","0","0"
"37696","0","0","0"
"37698","0","0","0"
"37700","0","0","0"
"37702","0","0","0"
"37704","0","0","0"
"37706","1","1","1"
"37708","0","0","0"
"37710","0","0","0"
"37712","0","0","0"
"37714","0","0","0"
"37718","0","0","0"
"37720","0","0","0"
"37722","0","0","0"
"37724","0","0","0"
"37730","0","0","0"
"37732","0","0","0"
"37736","0","0","0"
"37748","0","0","0"
"37750","0","0","0"
"37752","0","0","0"
"37758","0","0","0"
"37760","0","0","0"
"37762","0","0","0"
"37770","0","0","0"
"37772","0","0","0"
"37774","0","0","0"
"37780","0","0","0"
"37786","0","0","0"
"37788","0","0","0"
"37798","0","0","0"
"37800","0","0","0"
"37802","0","0","0"
"37804","0","0","0"
"37808","0","0","0"
"37812","0","0","0"
"37814","0","0","0"
"37818","0","0","0"
"37822","0","0","0"
"37824","0","0","0"
"37830","0","0","0"
"37832","0","0","0"
"37836","0","0","0"
"37838","0","0","0"
"37840","0","0","0"
"37842","0","0","0"
"37846","1","1","1"
"37848","0","0","0"
"37850","2","2","2"
"37856","0","0","0"
"37858","0","0","0"
"37864","0","0","0"
"37866","0","0","0"
"37868","0","0","0"
"37870","0","0","0"
"37872","0","0","0"
"37874","0","0","0"
"37878","0","0","0"
"37880","0","0","0"
"37882","0","0","0"
"37886","0","0","0"
"37888","0","0","0"
"37894","0","0","0"
"37898","0","0","0"
"37900","0","0","0"
"37902","0","0","0"
"37904","0","0","0"
"37908","0","0","0"
"37910","0","0","0"
"37912","0","0","0"
"37918","0","0","0"
"37920","0","0","0"
"37922","0","0","0"
"37924","1","1","1"
"37928","0","0","0"
"37934","0","0","0"
"37936","0","0","0"
"37942","0","0","0"
"37944","0","0","0"
"37952","0","0","0"
"37954","0","0","0"
"37958","0","0","0"
"37960","0","0","0"
"37968","0","0","0"
"37970","0","0","0"
"37974","0","0","0"
"37976","0","0","0"
"37978","0","0","0"
"37982","0","0","0"
"37984","0","0","0"
"37986","0","0","0"
"37988","0","0","0"
"37990","0","0","0"
"37998","0","0","0"
"38004","0","0","0"
"38006","0","0","0"
"38010","0","0","0"
"38012","0","0","0"
"38014","0","0","0"
"38016","0","0","0"
"38026","0","0","0"
"38028","0","0","0"
"38030","0","0","0"
"38042","0","0","0"
"38046","0","0","0"
"38048","0","0","0"
"38052","0","0","0"
"38054","0","0","0"
"38058","0","0","0"
"38060","0","0","0"
"38062","0","0","0"
"38068","0","0","0"
"38070","0","0","0"
"38072","0","0","0"
"38076","0","0","0"
"38080","0","0","0"
"38084","0","0","0"
"38086","0","0","0"
"38100","0","0","0"
"38108","0","0","0"
"38110","0","0","0"
"38112","0","0","0"
"38114","0","0","0"
"38126","0","0","0"
"38130","0","0","0"
"38134","0","0","0"
"38136","0","0","0"
"38148","0","0","0"
"38154","0","0","0"
"38160","0","0","0"
"38168","0","0","0"
"38170","0","0","0"
"38172","0","0","0"
"38174","0","0","0"
"38176","0","0","0"
"38180","0","0","0"
"38182","0","0","0"
"38186","0","0","0"
"38188","0","0","0"
"38190","0","0","0"
"38202","0","0","0"
"38210","0","0","0"
"38214","0","0","0"
"38216","0","0","0"
"38220","0","0","0"
"38224","0","0","0"
"38228","0","0","0"
"38232","0","0","0"
"38236","0","0","0"
"38238","0","0","0"
"38240","0","0","0"
"38242","0","0","0"
"38246","0","0","0"
"38248","0","0","0"
"38252","0","0","0"
"38266","0","0","0"
"38274","0","0","0"
"38278","1","1","1"
"38282","0","0","0"
"38284","0","0","0"
"38288","0","0","0"
"38292","0","0","0"
"38294","0","0","0"
"38308","0","0","0"
"38310","0","0","0"
"38314","0","0","0"
"38316","0","0","0"
"38320","0","0","0"
"38322","0","0","0"
"38324","0","0","0"
"38326","1","1","1"
"38328","0","0","0"
"38330","0","0","0"
"38332","0","0","0"
"38340","0","0","0"
"38350","0","0","0"
"38354","0","0","0"
"38356","0","0","0"
"38362","0","0","0"
"38364","0","0","0"
"38366","0","0","0"
"38368","0","0","0"
"38370","0","0","0"
"38372","0","0","0"
"38374","0","0","0"
"38376","0","0","0"
"38378","0","0","0"
"38380","0","0","0"
"38382","0","0","0"
"38384","0","0","0"
"38388","0","0","0"
"38390","0","0","0"
"38392","0","0","0"
"38394","0","0","0"
"38396","0","0","0"
"38402","0","0","0"
"38404","0","0","0"
"38410","0","0","0"
"38422","0","0","0"
"38424","0","0","0"
"38428","0","0","0"
"38432","0","0","0"
"38434","0","0","0"
"38436","0","0","0"
"38438","0","0","0"
"38460","0","0","0"
"38464","0","0","0"
"38474","0","0","0"
"38476","0","0","0"
"38478","0","0","0"
"38484","0","0","0"
"38486","0","0","0"
"38488","0","0","0"
"38494","0","0","0"
"38496","0","0","0"
"38500","0","0","0"
"38502","0","0","0"
"38506","0","0","0"
"38508","0","0","0"
"38512","0","0","0"
"38518","0","0","0"
"38520","0","0","0"
"38524","0","0","0"
"38526","0","0","0"
"38528","0","0","0"
"38534","1","1","1"
"38538","0","0","0"
"38540","0","0","0"
"38542","0","0","0"
"38544","0","0","0"
"38546","0","0","0"
"38548","0","0","0"
"38550","0","0","0"
"38552","0","0","0"
"38556","0","0","0"
"38558","0","0","0"
"38560","0","0","0"
"38562","0","0","0"
"38564","0","0","0"
"38566","0","0","0"
"38568","0","0","0"
"38572","0","0","0"
"38576","0","0","0"
"38578","0","0","0"
"38580","0","0","0"
"38584","0","0","0"
"38588","0","0","0"
"38592","0","0","0"
"38594","0","0","0"
"38596","0","0","0"
"38598","0","0","0"
"38602","0","0","0"
"38614","0","0","0"
"38616","0","0","0"
"38618","0","0","0"
"38620","0","0","0"
"38622","0","0","0"
"38624","0","0","0"
"38628","0","0","0"
"38630","0","0","0"
"38634","0","0","0"
"38646","0","0","0"
"38648","0","0","0"
"38650","0","0","0"
"38654","0","0","0"
"38658","0","0","0"
"38660","0","0","0"
"38666","0","0","0"
"38672","0","0","0"
"38676","0","0","0"
"38686","0","0","0"
"38690","0","0","0"
"38692","0","0","0"
"38694","0","0","0"
"38696","0","0","0"
"38698","0","0","0"
